seed,turn,stage,candidates,action_index,action_desc,elapsed_us,score_breakdown
1001,34,Train,9,4,智训练,48,"#0 978[速训练 失败率0% 属性+153 PT+11] | #1 1644[耐训练 失败率0% 属性+125 PT+19] | #2 737[力训练 失败率0% 属性+69 PT+9] | #3 2030[根训练 失败率0% 属性+123 PT+23] | #4 11338[智训练 失败率0% 属性+443 PT+124] | #5 2011[比赛(G1 五维[5, 5, 5, 5, 5]×1.55 PT+78 体力-15 折扣0.30)] | #6 46[休息] | #7 15[普通外出] | #8 2462[友人外出#3 选项2 动态事件2384 材料+2(库存2也不禁用) 饥饿+0 未来+0 主动+0]"
1001,35,RamenSelect,4,1,吃面/中山-全,113,#0 0[不吃面] | #1 2657[吃面/中山-全] | #2 -inf[禁止吃面：吃完后最优训练位不在该面 at_trains 内] | #3 -inf[禁止吃面：吃完后最优训练位不在该面 at_trains 内]
1001,35,SpecialSelect,3,0,吃面/中山-全(替换Cx1),10,"#0 5[隐藏方案[0, 0, 1] 后续可做0种] | #1 -1[隐藏方案[0, 0, 2] 后续可做0种] | #2 -1[隐藏方案[1, 0, 1] 后续可做0种]"
1001,35,Train,9,0,速训练,47,"#0 19808[速训练 失败率0% 属性+1467 PT+213] | #1 2977[耐训练 失败率0% 属性+153 PT+33] | #2 1746[力训练 失败率0% 属性+109 PT+19] | #3 2988[根训练 失败率0% 属性+151 PT+33] | #4 1892[智训练 失败率0% 属性+85 PT+20] | #5 2011[比赛(G1 五维[5, 5, 5, 5, 5]×1.55 PT+78 体力-15 折扣0.30)] | #6 46[休息] | #7 15[普通外出] | #8 2464[友人外出#3 选项2 动态事件2385 材料+2(库存1也不禁用) 饥饿+0 未来+0 主动+0]"
1001,35,Event,2,0,事件#102 追加训练:  速5  体力-5 羁绊+5 /   体力5,3,
1001,36,RamenSelect,4,0,不吃面,9,#0 0[不吃面：本回合基础决策不是训练] | #1 -inf[禁止吃面：本回合应先休息/外出/治病/比赛] | #2 -inf[禁止吃面：本回合应先休息/外出/治病/比赛] | #3 -inf[禁止吃面：本回合应先休息/外出/治病/比赛]
1001,36,Train,1,0,比赛,0,仅1候选: 比赛
1001,37,RamenSelect,4,1,吃面/中山-全,76,#0 0[不吃面] | #1 2857[吃面/中山-全] | #2 -inf[禁止吃面：吃完后最优训练位不在该面 at_trains 内] | #3 -inf[禁止吃面：吃完后最优训练位不在该面 at_trains 内]
1001,37,SpecialSelect,3,1,吃面/中山-全(替换Cx2),9,"#0 12[隐藏方案[0, 0, 1] 后续可做1种] | #1 23[隐藏方案[0, 0, 2] 后续可做3种] | #2 6[隐藏方案[1, 0, 1] 后续可做1种]"
1001,37,Train,7,0,速训练,36,#0 20109[速训练 失败率0% 属性+1550 PT+216] | #1 8608[耐训练 失败率0% 属性+585 PT+93] | #2 2762[力训练 失败率0% 属性+196 PT+30] | #3 1680[根训练 失败率0% 属性+144 PT+18] | #4 3467[智训练 失败率0% 属性+197 PT+37] | #5 -inf[合宿禁比赛(训练等级5)] | #6 -inf[合宿禁休息(训练等级5)]
1001,38,RamenSelect,4,3,吃面/小仓-智,117,#0 0[不吃面] | #1 2812[吃面/中山-全] | #2 2817[吃面/京都-耐根] | #3 2817[吃面/小仓-智]
1001,38,SpecialSelect,4,0,吃面/小仓-智(替换Bx1),12,"#0 10[隐藏方案[0, 1, 0] 后续可做1种] | #1 4[隐藏方案[0, 1, 1] 后续可做1种] | #2 -4[隐藏方案[0, 2, 0] 后续可做0种] | #3 -4[隐藏方案[1, 1, 0] 后续可做0种]"
1001,38,Train,7,4,智训练,32,#0 1029[速训练 失败率0% 属性+207 PT+11] | #1 2718[耐训练 失败率0% 属性+198 PT+31] | #2 842[力训练 失败率0% 属性+114 PT+10] | #3 2830[根训练 失败率0% 属性+221 PT+32] | #4 7760[智训练 失败率0% 属性+525 PT+81] | #5 -inf[合宿禁比赛(训练等级5)] | #6 -inf[合宿禁休息(训练等级5)]
1001,39,RamenSelect,2,1,吃面/中山-全,51,#0 0[不吃面] | #1 2820[吃面/中山-全]
1001,39,SpecialSelect,3,0,吃面/中山-全(替换Cx1),9,"#0 0[隐藏方案[0, 0, 1] 后续可做0种] | #1 -6[隐藏方案[0, 0, 2] 后续可做0种] | #2 -6[隐藏方案[1, 0, 1] 后续可做0种]"
1001,39,Train,7,0,速训练,35,#0 20819[速训练 失败率0% 属性+1892 PT+220] | #1 2104[耐训练 失败率0% 属性+160 PT+23] | #2 3314[力训练 失败率0% 属性+255 PT+36] | #3 1948[根训练 失败率0% 属性+166 PT+21] | #4 9629[智训练 失败率0% 属性+612 PT+104] | #5 -inf[合宿禁比赛(训练等级5)] | #6 -inf[合宿禁休息(训练等级5)]
1001,40,RamenSelect,2,1,吃面/中山-全,68,#0 0[不吃面] | #1 2795[吃面/中山-全]
1001,40,SpecialSelect,1,0,吃面/中山-全(替换Cx2),2,仅1候选: 吃面/中山-全(替换Cx2)
1001,40,Train,9,0,速训练,49,"#0 8514[速训练 失败率1% 属性+1057 PT+87] | #1 2413[耐训练 失败率0% 属性+148 PT+26] | #2 3986[力训练 失败率0% 属性+216 PT+44] | #3 1834[根训练 失败率1% 属性+120 PT+20] | #4 2709[智训练 失败率0% 属性+128 PT+29] | #5 1392[比赛(G3 五维[3, 3, 3, 3, 3]×1.55 PT+54 体力-15 折扣0.30)] | #6 51[休息] | #7 15[普通外出] | #8 4779[友人外出#3 选项2 动态事件2460 材料+2(库存0也不禁用) 饥饿+2028 未来+0 主动+213]"
1001,41,RamenSelect,1,0,不吃面,0,仅1候选: 不吃面
1001,41,Train,9,6,休息,34,"#0 2415[速训练 失败率46% 属性+644 PT+46] | #1 3897[耐训练 失败率36% 属性+328 PT+68] | #2 370[力训练 失败率43% 属性+83 PT+9] | #3 292[根训练 失败率46% 属性+69 PT+8] | #4 772[智训练 失败率8% 属性+74 PT+9] | #5 2014[比赛(G1 五维[5, 5, 5, 5, 5]×1.55 PT+78 体力-15 折扣0.30)] | #6 113[休息] | #7 15[普通外出] | #8 4785[友人外出#3 选项2 动态事件2465 材料+2(库存0也不禁用) 饥饿+2028 未来+0 主动+213]"
1001,42,RamenSelect,1,0,不吃面,0,仅1候选: 不吃面
1001,42,Train,9,0,速训练,32,"#0 3516[速训练 失败率0% 属性+493 PT+36] | #1 1238[耐训练 失败率0% 属性+108 PT+14] | #2 1193[力训练 失败率0% 属性+104 PT+14] | #3 732[根训练 失败率0% 属性+69 PT+9] | #4 730[智训练 失败率0% 属性+49 PT+8] | #5 2014[比赛(G1 五维[5, 5, 5, 5, 5]×1.55 PT+78 体力-15 折扣0.30)] | #6 -154[休息] | #7 -185[普通外出] | #8 4785[友人外出#3 选项2 动态事件2465 材料+2(库存0也不禁用) 饥饿+2028 未来+0 主动+213]"
1001,43,RamenSelect,1,0,不吃面,0,仅1候选: 不吃面
1001,43,Train,9,0,速训练,36,"#0 3668[速训练 失败率7% 属性+559 PT+40] | #1 1031[耐训练 失败率5% 属性+83 PT+13] | #2 1095[力训练 失败率4% 属性+106 PT+13] | #3 1598[根训练 失败率7% 属性+117 PT+20] | #4 746[智训练 失败率0% 属性+65 PT+8] | #5 2019[比赛(G1 五维[5, 5, 5, 5, 5]×1.55 PT+78 体力-15 折扣0.30)] | #6 63[休息] | #7 15[普通外出] | #8 4789[友人外出#3 选项2 动态事件2469 材料+2(库存0也不禁用) 饥饿+2028 未来+0 主动+213]"
1001,44,RamenSelect,3,0,不吃面,35,#0 0[不吃面：本回合基础决策不是训练] | #1 -inf[禁止吃面：本回合应先休息/外出/治病/比赛] | #2 -inf[禁止吃面：本回合应先休息/外出/治病/比赛]
1001,44,Train,9,6,休息,26,"#0 1062[速训练 失败率59% 属性+416 PT+28] | #1 663[耐训练 失败率55% 属性+135 PT+18] | #2 220[力训练 失败率56% 属性+81 PT+8] | #3 372[根训练 失败率59% 属性+84 PT+13] | #4 931[智训练 失败率15% 属性+76 PT+12] | #5 2019[比赛(G1 五维[5, 5, 5, 5, 5]×1.55 PT+78 体力-15 折扣0.30)] | #6 126[休息] | #7 15[普通外出] | #8 4791[友人外出#3 选项2 动态事件2472 材料+2(库存0也不禁用) 饥饿+2028 未来+0 主动+213]"
1001,45,RamenSelect,4,0,不吃面,6,#0 0[不吃面：本回合基础决策不是训练] | #1 -inf[禁止吃面：本回合应先休息/外出/治病/比赛] | #2 -inf[禁止吃面：本回合应先休息/外出/治病/比赛] | #3 -inf[禁止吃面：本回合应先休息/外出/治病/比赛]
1001,45,Train,9,7,普通出行,3,#0 340282346638528859811704183484516925440[守门: 心情2<3外出]
1001,46,RamenSelect,4,1,吃面/中山-全,92,#0 0[不吃面] | #1 2826[吃面/中山-全] | #2 -inf[禁止吃面：吃完后最优训练位不在该面 at_trains 内] | #3 -inf[禁止吃面：吃完后最优训练位不在该面 at_trains 内]
1001,46,SpecialSelect,1,0,吃面/中山-全,0,仅1候选: 吃面/中山-全
1001,46,Train,9,0,速训练,54,"#0 17905[速训练 失败率0% 属性+1905 PT+186] | #1 1466[耐训练 失败率0% 属性+96 PT+16] | #2 2160[力训练 失败率0% 属性+148 PT+23] | #3 2096[根训练 失败率0% 属性+109 PT+23] | #4 1654[智训练 失败率0% 属性+102 PT+17] | #5 1602[比赛(G2 五维[3, 5, 3, 5, 3]×1.55 PT+62 体力-15 折扣0.30)] | #6 -154[休息] | #7 -185[普通外出] | #8 3564[友人外出#3 选项2 动态事件2472 材料+2(库存0也不禁用) 饥饿+1014 未来+0 主动+0]"
1001,47,Event,2,0,事件#5001 马娘事件1:  速20  /  耐20 ,3,
1001,47,RamenSelect,1,0,不吃面,0,仅1候选: 不吃面
1001,47,Train,9,0,速训练,36,"#0 2741[速训练 失败率1% 属性+430 PT+28] | #1 643[耐训练 失败率0% 属性+68 PT+8] | #2 665[力训练 失败率0% 属性+90 PT+8] | #3 2388[根训练 失败率1% 属性+161 PT+27] | #4 1105[智训练 失败率0% 属性+76 PT+12] | #5 2022[比赛(G1 五维[5, 5, 5, 5, 5]×1.55 PT+78 体力-15 折扣0.30)] | #6 51[休息] | #7 15[普通外出] | #8 3588[友人外出#3 选项2 动态事件2495 材料+2(库存0也不禁用) 饥饿+1014 未来+0 主动+0]"
1001,47,RegionSelect,120,51,"地区[函馆-耐,东京-智,京都-速耐智]",161,"#0 25[[10, 11, 12]] | #1 25[[10, 11, 13]] | #2 70[[10, 11, 14]] | #3 60[[10, 11, 15]] | #4 15[[10, 11, 16]] | #5 105[[10, 11, 17]] | #6 60[[10, 11, 18]] | #7 60[[10, 11, 19]] | #8 -20[[10, 12, 13]] | #9 25[[10, 12, 14]] | #10 15[[10, 12, 15]] | #11 -30[[10, 12, 16]] | #12 60[[10, 12, 17]] | #13 15[[10, 12, 18]] | #14 15[[10, 12, 19]] | #15 25[[10, 13, 14]] | #16 15[[10, 13, 15]] | #17 -30[[10, 13, 16]] | #18 60[[10, 13, 17]] | #19 15[[10, 13, 18]] | #20 15[[10, 13, 19]] | #21 60[[10, 14, 15]] | #22 15[[10, 14, 16]] | #23 105[[10, 14, 17]] | #24 60[[10, 14, 18]] | #25 60[[10, 14, 19]] | #26 5[[10, 15, 16]] | #27 95[[10, 15, 17]] | #28 50[[10, 15, 18]] | #29 50[[10, 15, 19]] | #30 50[[10, 16, 17]] | #31 5[[10, 16, 18]] | #32 5[[10, 16, 19]] | #33 95[[10, 17, 18]] | #34 95[[10, 17, 19]] | #35 50[[10, 18, 19]] | #36 15[[11, 12, 13]] | #37 60[[11, 12, 14]] | #38 50[[11, 12, 15]] | #39 5[[11, 12, 16]] | #40 95[[11, 12, 17]] | #41 50[[11, 12, 18]] | #42 50[[11, 12, 19]] | #43 60[[11, 13, 14]] | #44 50[[11, 13, 15]] | #45 5[[11, 13, 16]] | #46 95[[11, 13, 17]] | #47 50[[11, 13, 18]] | #48 50[[11, 13, 19]] | #49 95[[11, 14, 15]] | #50 50[[11, 14, 16]] | #51 140[[11, 14, 17]] | #52 95[[11, 14, 18]] | #53 95[[11, 14, 19]] | #54 40[[11, 15, 16]] | #55 130[[11, 15, 17]] | #56 85[[11, 15, 18]] | #57 85[[11, 15, 19]] | #58 85[[11, 16, 17]] | #59 40[[11, 16, 18]] | #60 40[[11, 16, 19]] | #61 130[[11, 17, 18]] | #62 130[[11, 17, 19]] | #63 85[[11, 18, 19]] | #64 15[[12, 13, 14]] | #65 5[[12, 13, 15]] | #66 -40[[12, 13, 16]] | #67 50[[12, 13, 17]] | #68 5[[12, 13, 18]] | #69 5[[12, 13, 19]] | #70 50[[12, 14, 15]] | #71 5[[12, 14, 16]] | #72 95[[12, 14, 17]] | #73 50[[12, 14, 18]] | #74 50[[12, 14, 19]] | #75 -5[[12, 15, 16]] | #76 85[[12, 15, 17]] | #77 40[[12, 15, 18]] | #78 40[[12, 15, 19]] | #79 40[[12, 16, 17]] | #80 -5[[12, 16, 18]] | #81 -5[[12, 16, 19]] | #82 85[[12, 17, 18]] | #83 85[[12, 17, 19]] | #84 40[[12, 18, 19]] | #85 50[[13, 14, 15]] | #86 5[[13, 14, 16]] | #87 95[[13, 14, 17]] | #88 50[[13, 14, 18]] | #89 50[[13, 14, 19]] | #90 -5[[13, 15, 16]] | #91 85[[13, 15, 17]] | #92 40[[13, 15, 18]] | #93 40[[13, 15, 19]] | #94 40[[13, 16, 17]] | #95 -5[[13, 16, 18]] | #96 -5[[13, 16, 19]] | #97 85[[13, 17, 18]] | #98 85[[13, 17, 19]] | #99 40[[13, 18, 19]] | #100 40[[14, 15, 16]] | #101 130[[14, 15, 17]] | #102 85[[14, 15, 18]] | #103 85[[14, 15, 19]] | #104 85[[14, 16, 17]] | #105 40[[14, 16, 18]] | #106 40[[14, 16, 19]] | #107 130[[14, 17, 18]] | #108 130[[14, 17, 19]] | #109 85[[14, 18, 19]] | #110 75[[15, 16, 17]] | #111 30[[15, 16, 18]] | #112 30[[15, 16, 19]] | #113 120[[15, 17, 18]] | #114 120[[15, 17, 19]] | #115 75[[15, 18, 19]] | #116 75[[16, 17, 18]] | #117 75[[16, 17, 19]] | #118 30[[16, 18, 19]] | #119 120[[17, 18, 19]]"
1001,48,Event,3,2,事件#4010 古马年-新年:   体力30 /  速8 耐8 力8 根8 智8  /  35pt,4,
1001,48,RamenSelect,4,0,不吃面,12,#0 0[不吃面：本回合基础决策不是训练] | #1 -inf[禁止吃面：本回合应先休息/外出/治病/比赛] | #2 -inf[禁止吃面：本回合应先休息/外出/治病/比赛] | #3 -inf[禁止吃面：本回合应先休息/外出/治病/比赛]
1001,48,Train,1,0,比赛,0,仅1候选: 比赛
1001,49,RamenSelect,4,3,吃面/京都-速耐智,123,#0 0[不吃面] | #1 -inf[禁止吃面：吃完后最优训练位不在该面 at_trains 内] | #2 -inf[禁止吃面：吃完后最优训练位不在该面 at_trains 内] | #3 2776[吃面/京都-速耐智]
1001,49,SpecialSelect,6,0,吃面/京都-速耐智,15,"#0 21[隐藏方案[0, 0, 0] 后续可做0种] | #1 16[隐藏方案[0, 0, 1] 后续可做0种] | #2 16[隐藏方案[0, 1, 0] 后续可做0种] | #3 10[隐藏方案[0, 0, 2] 后续可做0种] | #4 10[隐藏方案[0, 1, 1] 后续可做0种] | #5 10[隐藏方案[0, 2, 0] 后续可做0种]"
1001,49,Train,9,0,速训练,47,"#0 17766[速训练 失败率0% 属性+2508 PT+234] | #1 11420[耐训练 失败率0% 属性+652 PT+164] | #2 578[力训练 失败率0% 属性+114 PT+9] | #3 953[根训练 失败率0% 属性+127 PT+14] | #4 2068[智训练 失败率0% 属性+139 PT+25] | #5 1054[比赛(G3 五维[3, 3, 3, 3, 3]×1.55 PT+54 体力-15 折扣0.30)] | #6 -154[休息] | #7 -185[普通外出] | #8 3232[友人外出#3 选项2 动态事件1923 材料+2(库存2也不禁用) 饥饿+1014 未来+0 主动+213]"
1001,49,Event,2,0,事件#102 追加训练:  速5  体力-5 羁绊+5 /   体力5,3,
1001,50,RamenSelect,1,0,不吃面,0,仅1候选: 不吃面
1001,50,Train,9,0,速训练,42,"#0 4221[速训练 失败率0% 属性+959 PT+51] | #1 1678[耐训练 失败率0% 属性+199 PT+24] | #2 518[力训练 失败率0% 属性+118 PT+8] | #3 483[根训练 失败率0% 属性+83 PT+8] | #4 2308[智训练 失败率0% 属性+256 PT+31] | #5 1533[比赛(G1 五维[5, 5, 5, 5, 5]×1.55 PT+78 体力-15 折扣0.30)] | #6 46[休息] | #7 15[普通外出] | #8 3257[友人外出#3 选项2 动态事件1948 材料+2(库存2也不禁用) 饥饿+1014 未来+0 主动+213]"
1001,51,RamenSelect,4,2,吃面/东京-智,95,#0 0[不吃面] | #1 -inf[禁止吃面：吃完后最优训练位不在该面 at_trains 内] | #2 2936[吃面/东京-智] | #3 2927[吃面/京都-速耐智]
1001,51,SpecialSelect,4,0,吃面/东京-智(替换Cx1),11,"#0 13[隐藏方案[0, 0, 1] 后续可做0种] | #1 7[隐藏方案[0, 0, 2] 后续可做0种] | #2 7[隐藏方案[0, 1, 1] 后续可做0种] | #3 7[隐藏方案[1, 0, 1] 后续可做0种]"
1001,51,Train,9,4,智训练,57,"#0 2611[速训练 失败率15% 属性+796 PT+37] | #1 2269[耐训练 失败率13% 属性+308 PT+37] | #2 555[力训练 失败率13% 属性+135 PT+10] | #3 445[根训练 失败率16% 属性+90 PT+9] | #4 14948[智训练 失败率0% 属性+1079 PT+209] | #5 1533[比赛(G1 五维[5, 5, 5, 5, 5]×1.55 PT+78 体力-15 折扣0.30)] | #6 76[休息] | #7 15[普通外出] | #8 3764[友人外出#3 选项2 动态事件1948 材料+2(库存1也不禁用) 饥饿+1521 未来+0 主动+213]"
1001,52,RamenSelect,1,0,不吃面,0,仅1候选: 不吃面
1001,52,Train,9,8,友人出行,34,"#0 2690[速训练 失败率1% 属性+611 PT+33] | #1 475[耐训练 失败率0% 属性+82 PT+8] | #2 524[力训练 失败率0% 属性+126 PT+8] | #3 1863[根训练 失败率1% 属性+192 PT+28] | #4 1823[智训练 失败率0% 属性+223 PT+25] | #5 1215[比赛(G2 五维[3, 5, 3, 5, 3]×1.55 PT+62 体力-15 折扣0.30)] | #6 51[休息] | #7 15[普通外出] | #8 3764[友人外出#3 选项2 动态事件1948 材料+2(库存1也不禁用) 饥饿+1521 未来+0 主动+213]"
1001,52,Event,2,1,事件#830305113 友人出行3:   体力50 羁绊+5 干劲1 /  速10 力10 根10 20pt 羁绊+5 干劲1,1,
1001,53,RamenSelect,3,1,吃面/函馆-耐,76,#0 0[不吃面] | #1 3097[吃面/函馆-耐] | #2 3096[吃面/东京-智]
1001,53,SpecialSelect,1,0,吃面/函馆-耐(替换Bx1+Cx1),2,仅1候选: 吃面/函馆-耐(替换Bx1+Cx1)
1001,53,Train,9,1,耐训练,48,"#0 1305[速训练 失败率1% 属性+352 PT+17] | #1 8980[耐训练 失败率0% 属性+631 PT+124] | #2 1941[力训练 失败率0% 属性+199 PT+29] | #3 1153[根训练 失败率1% 属性+123 PT+18] | #4 1347[智训练 失败率0% 属性+195 PT+18] | #5 1524[比赛(G1 五维[5, 5, 5, 5, 5]×1.55 PT+78 体力-15 折扣0.30)] | #6 51[休息] | #7 15[普通外出] | #8 2820[友人外出#4 选项1 动态事件1001 材料+2(库存1也不禁用) 饥饿+1521 未来+0 主动+213]"
1001,54,RamenSelect,1,0,不吃面,1,仅1候选: 不吃面
1001,54,Train,9,4,智训练,115,"#0 422[速训练 失败率26% 属性+235 PT+8] | #1 343[耐训练 失败率23% 属性+99 PT+8] | #2 702[力训练 失败率24% 属性+126 PT+15] | #3 366[根训练 失败率27% 属性+88 PT+9] | #4 7337[智训练 失败率0% 属性+741 PT+102] | #5 1211[比赛(G2 五维[3, 5, 3, 5, 3]×1.55 PT+62 体力-15 折扣0.30)] | #6 91[休息] | #7 15[普通外出] | #8 2832[友人外出#4 选项1 动态事件1013 材料+2(库存1也不禁用) 饥饿+1521 未来+0 主动+213]"
1001,54,Event,2,0,事件#102 追加训练:  智5  体力-5 羁绊+5 /   体力5,3,
1001,55,RamenSelect,1,0,不吃面,0,仅1候选: 不吃面
1001,55,Train,1,0,比赛,0,仅1候选: 比赛
1001,56,RamenSelect,4,0,不吃面,70,#0 0[不吃面：本回合基础决策不是训练] | #1 -inf[禁止吃面：本回合应先休息/外出/治病/比赛] | #2 -inf[禁止吃面：本回合应先休息/外出/治病/比赛] | #3 -inf[禁止吃面：本回合应先休息/外出/治病/比赛]
1001,56,Train,9,8,友人出行,27,"#0 486[速训练 失败率17% 属性+228 PT+8] | #1 2287[耐训练 失败率14% 属性+305 PT+38] | #2 804[力训练 失败率15% 属性+128 PT+15] | #3 960[根训练 失败率17% 属性+155 PT+18] | #4 1928[智训练 失败率0% 属性+332 PT+24] | #5 1534[比赛(G1 五维[5, 5, 5, 5, 5]×1.55 PT+78 体力-15 折扣0.30)] | #6 78[休息] | #7 15[普通外出] | #8 2832[友人外出#4 选项1 动态事件1013 材料+2(库存1也不禁用) 饥饿+1521 未来+0 主动+213]"
1001,57,RamenSelect,4,3,吃面/京都-速耐智,138,#0 0[不吃面] | #1 -inf[禁止吃面：吃完后最优训练位不在该面 at_trains 内] | #2 -inf[禁止吃面：吃完后最优训练位不在该面 at_trains 内] | #3 3295[吃面/京都-速耐智]
1001,57,SpecialSelect,3,0,吃面/京都-速耐智(替换Bx1),10,"#0 8[隐藏方案[0, 1, 0] 后续可做0种] | #1 2[隐藏方案[0, 1, 1] 后续可做0种] | #2 2[隐藏方案[0, 2, 0] 后续可做0种]"
1001,57,Train,9,0,速训练,50,"#0 1934[速训练 失败率0% 属性+364 PT+240] | #1 2439[耐训练 失败率0% 属性+184 PT+32] | #2 1193[力训练 失败率0% 属性+150 PT+18] | #3 619[根训练 失败率0% 属性+96 PT+10] | #4 3019[智训练 失败率0% 属性+250 PT+38] | #5 1215[比赛(G2 五维[3, 5, 3, 5, 3]×1.55 PT+62 体力-15 折扣0.30)] | #6 -154[休息] | #7 -185[普通外出] | #8 3455[友人外出#5 选项1 动态事件2354 材料+2(库存2也不禁用) 饥饿+1014 未来+0 主动+0]"
1001,58,RamenSelect,3,0,不吃面,36,#0 0[不吃面：本回合基础决策不是训练] | #1 -inf[禁止吃面：本回合应先休息/外出/治病/比赛] | #2 -inf[禁止吃面：本回合应先休息/外出/治病/比赛]
1001,58,Train,9,8,友人出行,26,"#0 -708[速训练 失败率0% 属性+0 PT+35] | #1 1715[耐训练 失败率0% 属性+242 PT+24] | #2 1048[力训练 失败率0% 属性+142 PT+16] | #3 914[根训练 失败率0% 属性+92 PT+15] | #4 660[智训练 失败率0% 属性+78 PT+10] | #5 1517[比赛(G1 五维[5, 5, 5, 5, 5]×1.55 PT+78 体力-15 折扣0.30)] | #6 46[休息] | #7 15[普通外出] | #8 2371[友人外出#5 选项1 动态事件2284 材料+2(库存2也不禁用) 饥饿+0 未来+0 主动+0]"
1001,59,RamenSelect,3,0,不吃面,8,#0 0[不吃面：本回合基础决策不是训练] | #1 -inf[禁止吃面：本回合应先休息/外出/治病/比赛] | #2 -inf[禁止吃面：本回合应先休息/外出/治病/比赛]
1001,59,Train,1,0,比赛,0,仅1候选: 比赛
1001,60,RamenSelect,4,1,吃面/函馆-耐,74,#0 0[不吃面] | #1 3519[吃面/函馆-耐] | #2 3518[吃面/东京-智] | #3 3515[吃面/京都-速耐智]
1001,60,SpecialSelect,9,5,吃面/函馆-耐(替换Bx1+Cx1),21,"#0 11[隐藏方案[0, 0, 0] 后续可做0种] | #1 5[隐藏方案[0, 0, 1] 后续可做0种] | #2 5[隐藏方案[0, 1, 0] 后续可做0种] | #3 5[隐藏方案[1, 0, 0] 后续可做0种] | #4 18[隐藏方案[0, 0, 2] 后续可做2种] | #5 18[隐藏方案[0, 1, 1] 后续可做2种] | #6 9[隐藏方案[0, 2, 0] 后续可做1种] | #7 -1[隐藏方案[1, 0, 1] 后续可做0种] | #8 -1[隐藏方案[1, 1, 0] 后续可做0种]"
1001,60,Train,7,1,耐训练,33,#0 -36[速训练 失败率0% 属性+0 PT+11] | #1 3483[耐训练 失败率0% 属性+233 PT+46] | #2 1154[力训练 失败率0% 属性+205 PT+17] | #3 1683[根训练 失败率0% 属性+175 PT+26] | #4 1296[智训练 失败率0% 属性+125 PT+20] | #5 -inf[合宿禁比赛(训练等级5)] | #6 -inf[合宿禁休息(训练等级5)]
1001,61,RamenSelect,4,2,吃面/东京-智,76,#0 0[不吃面] | #1 -inf[禁止吃面：吃完后最优训练位不在该面 at_trains 内] | #2 3744[吃面/东京-智] | #3 3738[吃面/京都-速耐智]
1001,61,SpecialSelect,4,0,吃面/东京-智(替换Cx1),11,"#0 4[隐藏方案[0, 0, 1] 后续可做0种] | #1 -2[隐藏方案[0, 0, 2] 后续可做0种] | #2 -2[隐藏方案[0, 1, 1] 后续可做0种] | #3 -2[隐藏方案[1, 0, 1] 后续可做0种]"
1001,61,Train,7,4,智训练,34,#0 -1995[速训练 失败率0% 属性+0 PT+42] | #1 1281[耐训练 失败率0% 属性+200 PT+19] | #2 1298[力训练 失败率0% 属性+222 PT+19] | #3 576[根训练 失败率0% 属性+98 PT+10] | #4 12167[智训练 失败率0% 属性+1007 PT+197] | #5 -inf[合宿禁比赛(训练等级5)] | #6 -inf[合宿禁休息(训练等级5)]
1001,62,RamenSelect,4,1,吃面/函馆-耐,76,#0 0[不吃面] | #1 3721[吃面/函馆-耐] | #2 -inf[禁止吃面：吃完后最优训练位不在该面 at_trains 内] | #3 3711[吃面/京都-速耐智]
1001,62,SpecialSelect,4,0,吃面/函馆-耐(替换Cx1),11,"#0 3[隐藏方案[0, 0, 1] 后续可做0种] | #1 -4[隐藏方案[0, 0, 2] 后续可做0种] | #2 -4[隐藏方案[0, 1, 1] 后续可做0种] | #3 -4[隐藏方案[1, 0, 1] 后续可做0种]"
1001,62,Train,7,1,耐训练,39,#0 -116[速训练 失败率0% 属性+0 PT+10] | #1 13645[耐训练 失败率0% 属性+1272 PT+188] | #2 1452[力训练 失败率0% 属性+249 PT+21] | #3 628[根训练 失败率0% 属性+105 PT+11] | #4 1682[智训练 失败率0% 属性+174 PT+26] | #5 -inf[合宿禁比赛(训练等级5)] | #6 -inf[合宿禁休息(训练等级5)]
1001,63,RamenSelect,3,1,吃面/函馆-耐,58,#0 0[不吃面] | #1 3708[吃面/函馆-耐] | #2 -inf[禁止吃面：吃完后最优训练位不在该面 at_trains 内]
1001,63,SpecialSelect,1,0,吃面/函馆-耐(替换Bx1+Cx1),2,仅1候选: 吃面/函馆-耐(替换Bx1+Cx1)
1001,63,Train,7,1,耐训练,38,#0 -2383[速训练 失败率0% 属性+0 PT+41] | #1 13997[耐训练 失败率0% 属性+1417 PT+191] | #2 1279[力训练 失败率0% 属性+261 PT+18] | #3 1832[根训练 失败率0% 属性+216 PT+28] | #4 800[智训练 失败率0% 属性+122 PT+12] | #5 -inf[合宿禁比赛(训练等级5)] | #6 -inf[合宿禁休息(训练等级5)]
1001,64,RamenSelect,1,0,不吃面,0,仅1候选: 不吃面
1001,64,Train,8,1,耐训练,29,"#0 -1921[速训练 失败率0% 属性+0 PT+48] | #1 2330[耐训练 失败率0% 属性+365 PT+31] | #2 490[力训练 失败率0% 属性+99 PT+8] | #3 1003[根训练 失败率0% 属性+123 PT+16] | #4 606[智训练 失败率0% 属性+95 PT+9] | #5 1049[比赛(G3 五维[3, 3, 3, 3, 3]×1.55 PT+54 体力-15 折扣0.30)] | #6 46[休息] | #7 15[普通外出]"
1001,65,RamenSelect,1,0,不吃面,0,仅1候选: 不吃面
